,user_id,skill_name,correct,order_id,correct_predictions,state_predictions
781,S001,MKC.U10.04.power_typeii_tradeoffs,1,33,0.3284914311380406,0.20229210039151682
835,S001,MKC.U8.01.chi_square_gof,0,34,0.5573904128893556,0.6007566060791079
856,S001,MKC.U7.03.one_sample_t_tests,1,35,0.34664979900571397,0.1785569441093262
897,S001,MKC.U4.04.binomial_model,1,36,0.3505681410967927,0.16423891665206378
939,S001,MKC.U8.03.chi_square_two_way_calculation_conclusion,0,37,0.339189624365961,0.4330001328839683
962,S001,MKC.U7.03.one_sample_t_tests,1,38,0.3960480477466869,0.3299052027067759
972,S001,MKC.U6.03.errors_alpha_power,0,39,0.49864724109546155,0.5594763360079774
978,S001,MKC.U3.01.population_sampling_methods,0,40,0.5018323950422561,0.5302281506352647
980,S001,MKC.U3.05.blocking_matching_blinding_confounding,0,41,0.4508390094718603,0.20799426538725652
1001,S001,MKC.U4.03.random_variables_expected_value,0,42,0.43532803053849456,0.2806649591664456
1008,S001,MKC.U4.03.random_variables_expected_value,0,43,0.4270855383416686,0.24580440062966702
1017,S001,MKC.U5.01.normal_simulation_estimators,0,44,0.495146857102315,0.43153506266674396
1048,S001,MKC.U3.03.study_type_variables_units,0,45,0.44562260917777535,0.13553057430305052
1065,S001,MKC.U7.05.two_sample_t_tests,0,46,0.35484044473804155,0.3689123784208609
1074,S001,MKC.U10.01.bootstrap_process_distribution,1,47,0.4471732637293605,0.5844636769439174
1087,S001,MKC.U7.01.t_intervals_mean_foundations,1,48,0.37780194704454934,0.09206216075406949
1124,S001,MKC.U8.01.chi_square_gof,0,49,0.5341485204763419,0.5027430849573054
1149,S001,MKC.U1.04.summary_statistics_outliers,1,50,0.631052828709438,0.8166176694059785
1162,S001,MKC.U3.01.population_sampling_methods,1,51,0.4799700327147902,0.4382438286079542
1186,S001,MKC.U5.03.diff_proportions_sampling_distribution,0,52,0.31035933076799516,0.23398031610035255
1198,S001,MKC.U9.01.slope_inference_foundations_ci,1,53,0.42006744195941115,0.5721334431160718
1232,S001,MKC.U8.02.chi_square_two_way_structure,0,54,0.3537061353759731,0.3528689430001623
1250,S001,MKC.U7.05.two_sample_t_tests,0,55,0.34273502924864174,0.3331546185266371
1270,S001,MKC.U7.03.one_sample_t_tests,0,56,0.458598045343769,0.5215482963968741
1279,S001,MKC.U8.01.chi_square_gof,1,57,0.5125279081517633,0.4115666736270973
1288,S001,MKC.U5.02.sample_proportion_sampling_distribution,1,58,0.5680412101618624,0.4604510304634931
1310,S001,MKC.U7.04.two_sample_t_intervals,1,59,0.32621717077644474,0.22732866508517002
1322,S001,MKC.U3.01.population_sampling_methods,0,60,0.5137140279026464,0.5802192690180827
1396,S001,MKC.U4.01.probability_foundations_simulation,0,61,0.5074391305099194,0.27948592081158796
1413,S001,MKC.U10.01.bootstrap_process_distribution,0,62,0.49739194714031565,0.7659962144693638
1443,S001,MKC.U9.01.slope_inference_foundations_ci,0,63,0.5553553286975823,0.8624255804943145
1464,S001,MKC.U6.05.two_prop_hypothesis_tests,1,64,0.3917908220917978,0.17361337956286851
1471,S001,MKC.U8.02.chi_square_two_way_structure,0,65,0.31695900612274996,0.24305998217967653
1513,S001,MKC.U4.05.geometric_model,1,66,0.45141784139258684,0.8813627792806349
1559,S001,MKC.U5.04.sample_mean_sampling_distribution,1,67,0.44960642792220645,0.49860879680950226
1576,S001,MKC.U1.02.categorical_tables_displays,1,68,0.6247673968744434,0.9737073361807487
1598,S001,MKC.U1.01.data_context_variables,0,69,0.5725799903118745,0.5025610722694052
1615,S001,MKC.U6.01.one_prop_confidence_intervals,0,70,0.37233293530643086,0.42908513032455553
1619,S001,MKC.U1.04.summary_statistics_outliers,0,71,0.6582062192743962,0.8985911180443514
1620,S001,MKC.U8.01.chi_square_gof,1,72,0.5456234553048417,0.5511341000776891
1677,S001,MKC.U2.05.residuals_r2_model_diagnostics,1,73,0.3202135717671906,0.3106852014320709
1682,S001,MKC.U10.01.bootstrap_process_distribution,0,74,0.4809526831121222,0.7065708948195513
1718,S001,MKC.U6.05.two_prop_hypothesis_tests,1,75,0.4276982041582966,0.31086397286506207
1730,S001,MKC.U1.06.normal_distribution_calculations,0,76,0.568213237833507,0.7159547506051033
1737,S001,MKC.U2.01.two_way_categorical_association,1,77,0.4925146227237678,0.20939956676656588
1743,S001,MKC.U1.03.quantitative_displays_description,0,78,0.44463609871008,0.062078222331193346
1752,S001,MKC.U5.04.sample_mean_sampling_distribution,0,79,0.5195726826365136,0.7088759358956904
1753,S001,MKC.U8.03.chi_square_two_way_calculation_conclusion,0,80,0.3390415051246012,0.43225678924053357
1759,S001,MKC.U10.04.power_typeii_tradeoffs,0,81,0.364204363087387,0.34775905346553815
1767,S001,MKC.U6.04.two_prop_confidence_intervals,0,82,0.4789861513921988,0.3671580306604872
1781,S001,MKC.U10.01.bootstrap_process_distribution,0,83,0.4635624762749023,0.643708068460304
1792,S001,MKC.U9.03.slope_hypothesis_tests,1,84,0.3968371779959329,0.2591809263648171
1802,S001,MKC.U2.04.regression_prediction_interpretation,0,85,0.5095318631111587,0.40059923285359145
1822,S001,MKC.U9.02.regression_conditions_diagnostics_scope,0,86,0.5156751703645449,0.6579880327404328
1858,S001,MKC.U3.04.random_assignment_causation_design,0,87,0.4327989884766924,0.04513034096184463
1859,S001,MKC.U6.02.one_prop_hypothesis_tests,0,88,0.3454639977234119,0.12137169673867823
1918,S001,MKC.U10.04.power_typeii_tradeoffs,0,89,0.349371296556976,0.28734057547600916
1934,S001,MKC.U8.02.chi_square_two_way_structure,1,90,0.2899165811498492,0.1622509327467951
6,S002,MKC.U1.06.normal_distribution_calculations,0,0,0.5582687526431697,0.6738432074166171
76,S002,MKC.U6.05.two_prop_hypothesis_tests,0,1,0.3962942099201002,0.1908269054656957
163,S002,MKC.U4.03.random_variables_expected_value,1,2,0.4033803481186831,0.14554635346862987
178,S002,MKC.U1.06.normal_distribution_calculations,1,3,0.5391682747398224,0.5929591209352886
186,S002,MKC.U1.04.summary_statistics_outliers,1,4,0.5346536595378323,0.5255979411710695
189,S002,MKC.U5.01.normal_simulation_estimators,1,5,0.495146857102315,0.43153506266674396
226,S002,MKC.U6.04.two_prop_confidence_intervals,1,6,0.4789861513921988,0.3671580306604872
244,S002,MKC.U1.05.standardization_transformations,0,7,0.5029564308743262,0.3346005452934199
370,S002,MKC.U4.05.geometric_model,1,8,0.45141784139258684,0.8813627792806349
373,S002,MKC.U4.03.random_variables_expected_value,0,9,0.43203541137186074,0.2667392507208912
400,S002,MKC.U4.05.geometric_model,1,10,0.509681760528726,0.9978256469273826
442,S002,MKC.U1.01.data_context_variables,1,11,0.5725799903118745,0.5025610722694052
446,S002,MKC.U7.05.two_sample_t_tests,0,12,0.35484044473804155,0.3689123784208609
451,S002,MKC.U5.03.diff_proportions_sampling_distribution,0,13,0.31035933076799516,0.23398031610035255
452,S002,MKC.U1.03.quantitative_displays_description,0,14,0.44463609871008,0.062078222331193346
464,S002,MKC.U8.02.chi_square_two_way_structure,0,15,0.39773543174087467,0.4844387112443844
481,S002,MKC.U4.03.random_variables_expected_value,1,16,0.4246871454625268,0.23566070702814798
525,S002,MKC.U2.01.two_way_categorical_association,1,17,0.45872503510401585,0.11210792166554727
540,S002,MKC.U1.06.normal_distribution_calculations,0,18,0.5700031409125764,0.7235343868934332
566,S002,MKC.U6.03.errors_alpha_power,1,19,0.4173911020020117,0.3401289266736797
571,S002,MKC.U10.03.effect_size_practical_importance,1,20,0.36503429880396926,0.23370889134973952
606,S002,MKC.U6.04.two_prop_confidence_intervals,0,21,0.5745849647061816,0.5924458423089535
607,S002,MKC.U2.04.regression_prediction_interpretation,0,22,0.5134831336066141,0.40967834291926103
611,S002,MKC.U1.03.quantitative_displays_description,0,23,0.4433967537442265,0.058523607457639945
632,S002,MKC.U1.03.quantitative_displays_description,1,24,0.4428863777732003,0.05705977771878715
685,S002,MKC.U3.02.bias_and_generalization,1,25,0.4808526314688938,0.33426155021522114
720,S002,MKC.U7.01.t_intervals_mean_foundations,0,26,0.37780194704454934,0.09206216075406949
746,S002,MKC.U4.01.probability_foundations_simulation,1,27,0.5456648081827902,0.46985931851352264
786,S002,MKC.U5.03.diff_proportions_sampling_distribution,0,28,0.2960017310773557,0.19262933913164754
802,S002,MKC.U1.01.data_context_variables,1,29,0.59778147177747,0.655758750628599
846,S002,MKC.U6.05.two_prop_hypothesis_tests,0,30,0.3917908220917978,0.17361337956286851
885,S002,MKC.U8.03.chi_square_two_way_calculation_conclusion,1,31,0.339189624365961,0.4330001328839683
915,S002,MKC.U5.01.normal_simulation_estimators,0,32,0.5481025066404779,0.6003505734620276
935,S002,MKC.U7.05.two_sample_t_tests,1,33,0.34273502924864174,0.3331546185266371
949,S002,MKC.U5.04.sample_mean_sampling_distribution,1,34,0.44960642792220645,0.49860879680950226
950,S002,MKC.U1.03.quantitative_displays_description,1,35,0.4682872435283832,0.1299130168912459
960,S002,MKC.U5.04.sample_mean_sampling_distribution,1,36,0.5195726826365136,0.7088759358956904
995,S002,MKC.U4.03.random_variables_expected_value,0,37,0.4581010144676396,0.37698035994107926
1007,S002,MKC.U5.01.normal_simulation_estimators,1,38,0.5016208566655869,0.45217330528474037
1022,S002,MKC.U2.01.two_way_categorical_association,0,39,0.4925146227237678,0.20939956676656588
1023,S002,MKC.U4.04.binomial_model,1,40,0.4434287337868903,0.4134026605607083
1041,S002,MKC.U6.02.one_prop_hypothesis_tests,1,41,0.3938866711720322,0.30074115906653837
1108,S002,MKC.U10.04.power_typeii_tradeoffs,0,42,0.3375924532240945,0.23936264824223333
1109,S002,MKC.U3.05.blocking_matching_blinding_confounding,0,43,0.4399936241602692,0.1720711246192338
1129,S002,MKC.U4.03.random_variables_expected_value,1,44,0.4444716187984675,0.3193365873780852
1141,S002,MKC.U6.05.two_prop_hypothesis_tests,1,45,0.38882649544349485,0.16228268465262424
1152,S002,MKC.U4.02.conditional_compound_independence,1,46,0.44957715942549353,0.09359895668937329
1173,S002,MKC.U8.03.chi_square_two_way_calculation_conclusion,1,47,0.3775598841676572,0.6255631548025963
1176,S002,MKC.U10.04.power_typeii_tradeoffs,1,48,0.3284914311380406,0.20229210039151682
1253,S002,MKC.U2.03.correlation_form_outliers_transform,1,49,0.5018479287975137,0.6356003598736786
1255,S002,MKC.U10.04.power_typeii_tradeoffs,1,50,0.364204363087387,0.34775905346553815
1283,S002,MKC.U2.01.two_way_categorical_association,1,51,0.46163920407083675,0.12049879923632299
1291,S002,MKC.U8.03.chi_square_two_way_calculation_conclusion,0,52,0.40790625133160285,0.7778578798198945
1335,S002,MKC.U2.01.two_way_categorical_association,1,53,0.4968263991811841,0.22181462875461624
1345,S002,MKC.U6.05.two_prop_hypothesis_tests,1,54,0.42383286259136094,0.29608928329301104
1483,S002,MKC.U3.04.random_assignment_causation_design,1,55,0.4327989884766924,0.04513034096184463
1528,S002,MKC.U5.03.diff_proportions_sampling_distribution,1,56,0.28689485170787243,0.16640083526064242
1590,S002,MKC.U4.02.conditional_compound_independence,0,57,0.47391479308023343,0.19185689769988454
1599,S002,MKC.U1.04.summary_statistics_outliers,0,58,0.5892301794436284,0.6903591536117899
1647,S002,MKC.U6.01.one_prop_confidence_intervals,1,59,0.43456391014353385,0.6536002212248031
1648,S002,MKC.U3.01.population_sampling_methods,1,60,0.5018323950422561,0.5302281506352647
1721,S002,MKC.U3.03.study_type_variables_units,1,61,0.44562260917777535,0.13553057430305052
1723,S002,MKC.U8.03.chi_square_two_way_calculation_conclusion,1,62,0.40270431339600865,0.7517517003494368
1733,S002,MKC.U8.01.chi_square_gof,0,63,0.49207250315486095,0.3253040649680745
1801,S002,MKC.U4.02.conditional_compound_independence,1,64,0.4689126134754193,0.17166167759318032
1825,S002,MKC.U10.02.bootstrap_intervals,0,65,0.24778400468316883,0.02119036451985346
1926,S002,MKC.U4.03.random_variables_expected_value,0,66,0.4800667018375355,0.46988140395464967
34,S003,MKC.U5.01.normal_simulation_estimators,1,0,0.495146857102315,0.43153506266674396
61,S003,MKC.U2.05.residuals_r2_model_diagnostics,1,1,0.3202135717671906,0.3106852014320709
115,S003,MKC.U4.04.binomial_model,0,2,0.4434287337868903,0.4134026605607083
139,S003,MKC.U10.01.bootstrap_process_distribution,1,3,0.4471732637293605,0.5844636769439174
145,S003,MKC.U6.01.one_prop_confidence_intervals,0,4,0.43456391014353385,0.6536002212248031
181,S003,MKC.U4.04.binomial_model,1,5,0.3885296874911003,0.26609742035269796
184,S003,MKC.U5.01.normal_simulation_estimators,1,6,0.5481025066404779,0.6003505734620276
196,S003,MKC.U10.04.power_typeii_tradeoffs,1,7,0.3375924532240945,0.23936264824223333
202,S003,MKC.U9.01.slope_inference_foundations_ci,1,8,0.48045890919990875,0.701717610090171
266,S003,MKC.U4.03.random_variables_expected_value,0,9,0.4033803481186831,0.14554635346862987
268,S003,MKC.U7.05.two_sample_t_tests,1,10,0.35484044473804155,0.3689123784208609
291,S003,MKC.U3.03.study_type_variables_units,1,11,0.44562260917777535,0.13553057430305052
343,S003,MKC.U2.01.two_way_categorical_association,0,12,0.45872503510401585,0.11210792166554727
347,S003,MKC.U10.01.bootstrap_process_distribution,1,13,0.49739194714031565,0.7659962144693638
380,S003,MKC.U3.05.blocking_matching_blinding_confounding,1,14,0.4399936241602692,0.1720711246192338
415,S003,MKC.U5.04.sample_mean_sampling_distribution,1,15,0.44960642792220645,0.49860879680950226
421,S003,MKC.U3.05.blocking_matching_blinding_confounding,0,16,0.47788276384569417,0.2975712206872007
526,S003,MKC.U2.01.two_way_categorical_association,0,17,0.4454647671711532,0.07392712774208571
552,S003,MKC.U3.04.random_assignment_causation_design,0,18,0.4327989884766924,0.04513034096184463
568,S003,MKC.U5.04.sample_mean_sampling_distribution,1,19,0.5195726826365136,0.7088759358956904
569,S003,MKC.U6.05.two_prop_hypothesis_tests,0,20,0.3962942099201002,0.1908269054656957
581,S003,MKC.U6.05.two_prop_hypothesis_tests,0,21,0.3917908220917978,0.17361337956286851
590,S003,MKC.U3.05.blocking_matching_blinding_confounding,1,22,0.4508390094718603,0.20799426538725652
600,S003,MKC.U4.02.conditional_compound_independence,1,23,0.44957715942549353,0.09359895668937329
649,S003,MKC.U8.02.chi_square_two_way_structure,0,24,0.39773543174087467,0.4844387112443844
664,S003,MKC.U5.02.sample_proportion_sampling_distribution,1,25,0.5680412101618624,0.4604510304634931
716,S003,MKC.U6.02.one_prop_hypothesis_tests,1,26,0.3938866711720322,0.30074115906653837
759,S003,MKC.U8.02.chi_square_two_way_structure,0,27,0.3537061353759731,0.3528689430001623
805,S003,MKC.U4.01.probability_foundations_simulation,1,28,0.5456648081827902,0.46985931851352264
841,S003,MKC.U9.03.slope_hypothesis_tests,0,29,0.3968371779959329,0.2591809263648171
871,S003,MKC.U2.05.residuals_r2_model_diagnostics,1,30,0.379191709950386,0.5535547844392779
963,S003,MKC.U6.01.one_prop_confidence_intervals,1,31,0.4040306883641337,0.5434433567176399
993,S003,MKC.U4.04.binomial_model,0,32,0.46244518853495364,0.46442765322589136
994,S003,MKC.U8.01.chi_square_gof,1,33,0.49207250315486095,0.3253040649680745
998,S003,MKC.U4.03.random_variables_expected_value,1,34,0.40493206190370123,0.1521091269530597
1010,S003,MKC.U7.04.two_sample_t_intervals,0,35,0.31901631525522745,0.2044347653622894
1094,S003,MKC.U4.03.random_variables_expected_value,1,36,0.43402630552882715,0.2751594809913162
1127,S003,MKC.U5.04.sample_mean_sampling_distribution,1,37,0.5677716086958977,0.853726483219056
1135,S003,MKC.U5.05.diff_means_sampling_distribution,0,38,0.5352807874862728,0.34799002442884214
1140,S003,MKC.U6.03.errors_alpha_power,0,39,0.4173911020020117,0.3401289266736797
1151,S003,MKC.U9.01.slope_inference_foundations_ci,0,40,0.5803915833600017,0.9161467823929408
1301,S003,MKC.U5.04.sample_mean_sampling_distribution,1,41,0.59406489898184,0.9327447892319005
1304,S003,MKC.U10.02.bootstrap_intervals,1,42,0.24778400468316883,0.02119036451985346
1369,S003,MKC.U6.02.one_prop_hypothesis_tests,1,43,0.4354804883457112,0.4548148623808007
1427,S003,MKC.U8.03.chi_square_two_way_calculation_conclusion,0,44,0.339189624365961,0.4330001328839683
1433,S003,MKC.U9.03.slope_hypothesis_tests,1,45,0.37620586997911515,0.19743789945372023
1442,S003,MKC.U4.04.binomial_model,0,46,0.40348726537244417,0.30623162579718005
1485,S003,MKC.U2.01.two_way_categorical_association,1,47,0.4396558796634374,0.05720137695186124
1493,S003,MKC.U4.01.probability_foundations_simulation,1,48,0.5688258063141303,0.5852068591422305
1538,S003,MKC.U10.04.power_typeii_tradeoffs,1,49,0.37576199512115593,0.394835936402164
1560,S003,MKC.U1.05.standardization_transformations,1,50,0.5029564308743262,0.3346005452934199
1563,S003,MKC.U10.04.power_typeii_tradeoffs,0,51,0.41813671448791667,0.567437875733057
1580,S003,MKC.U1.02.categorical_tables_displays,1,52,0.6247673968744434,0.9737073361807487
1591,S003,MKC.U7.05.two_sample_t_tests,0,53,0.4459195554836117,0.6379477515785484
1624,S003,MKC.U9.02.regression_conditions_diagnostics_scope,1,54,0.5156751703645449,0.6579880327404328
1627,S003,MKC.U9.03.slope_hypothesis_tests,1,55,0.4348836086295994,0.37304194712854033
1663,S003,MKC.U4.03.random_variables_expected_value,0,56,0.4687193417212889,0.42188920667690716
1673,S003,MKC.U4.01.probability_foundations_simulation,0,57,0.5896008316668321,0.6886716609329018
1698,S003,MKC.U8.03.chi_square_two_way_calculation_conclusion,0,58,0.3390415051246012,0.43225678924053357
1740,S003,MKC.U2.05.residuals_r2_model_diagnostics,0,59,0.42831096163228605,0.7558258723558546
1741,S003,MKC.U1.04.summary_statistics_outliers,0,60,0.5346536595378323,0.5255979411710695
1744,S003,MKC.U2.01.two_way_categorical_association,1,61,0.4628893221849417,0.12409831188088555
1745,S003,MKC.U4.01.probability_foundations_simulation,1,62,0.5730525674438786,0.6062571825512965
1748,S003,MKC.U4.01.probability_foundations_simulation,1,63,0.5932109669675245,0.7066510340976656
1783,S003,MKC.U4.03.random_variables_expected_value,0,64,0.453087705803648,0.3557772170116486
1793,S003,MKC.U4.03.random_variables_expected_value,0,65,0.44051991182382916,0.30262335198519924
1817,S003,MKC.U9.01.slope_inference_foundations_ci,0,66,0.5500641303501255,0.8510720638225068
1823,S003,MKC.U2.01.two_way_categorical_association,1,67,0.49865942184989265,0.22709252065886276
1841,S003,MKC.U1.01.data_context_variables,1,68,0.5725799903118745,0.5025610722694052
1868,S003,MKC.U4.03.random_variables_expected_value,1,69,0.43092473361552286,0.2620417822834662
1886,S003,MKC.U5.01.normal_simulation_estimators,1,70,0.5938474609507394,0.7461793546316073
1921,S003,MKC.U6.01.one_prop_confidence_intervals,0,71,0.45135439565767593,0.7141764437785169
1930,S003,MKC.U4.03.random_variables_expected_value,1,72,0.4652439974213174,0.4071906858276829
1937,S003,MKC.U6.02.one_prop_hypothesis_tests,1,73,0.4788695784276652,0.6155386969942103
1942,S003,MKC.U2.03.correlation_form_outliers_transform,0,74,0.5018479287975137,0.6356003598736786
83,S004,MKC.U8.03.chi_square_two_way_calculation_conclusion,1,0,0.339189624365961,0.4330001328839683
203,S004,MKC.U3.02.bias_and_generalization,1,1,0.4808526314688938,0.33426155021522114
236,S004,MKC.U4.05.geometric_model,0,2,0.45141784139258684,0.8813627792806349
264,S004,MKC.U5.02.sample_proportion_sampling_distribution,0,3,0.5680412101618624,0.4604510304634931
298,S004,MKC.U3.03.study_type_variables_units,1,4,0.44562260917777535,0.13553057430305052
319,S004,MKC.U1.05.standardization_transformations,1,5,0.5029564308743262,0.3346005452934199
323,S004,MKC.U4.04.binomial_model,1,6,0.4434287337868903,0.4134026605607083
346,S004,MKC.U3.04.random_assignment_causation_design,1,7,0.4327989884766924,0.04513034096184463
358,S004,MKC.U1.06.normal_distribution_calculations,1,8,0.5582687526431697,0.6738432074166171
367,S004,MKC.U6.01.one_prop_confidence_intervals,0,9,0.43456391014353385,0.6536002212248031
440,S004,MKC.U1.04.summary_statistics_outliers,0,10,0.5346536595378323,0.5255979411710695
474,S004,MKC.U1.04.summary_statistics_outliers,1,11,0.48279867909050794,0.369052792005491
577,S004,MKC.U4.03.random_variables_expected_value,1,12,0.4033803481186831,0.14554635346862987
609,S004,MKC.U4.03.random_variables_expected_value,1,13,0.43203541137186074,0.2667392507208912
617,S004,MKC.U6.05.two_prop_hypothesis_tests,0,14,0.3962942099201002,0.1908269054656957
655,S004,MKC.U9.01.slope_inference_foundations_ci,1,15,0.48045890919990875,0.701717610090171
665,S004,MKC.U9.03.slope_hypothesis_tests,1,16,0.3968371779959329,0.2591809263648171
682,S004,MKC.U4.02.conditional_compound_independence,0,17,0.44957715942549353,0.09359895668937329
695,S004,MKC.U5.03.diff_proportions_sampling_distribution,0,18,0.31035933076799516,0.23398031610035255
757,S004,MKC.U1.01.data_context_variables,0,19,0.5725799903118745,0.5025610722694052
761,S004,MKC.U6.02.one_prop_hypothesis_tests,1,20,0.3938866711720322,0.30074115906653837
767,S004,MKC.U2.03.correlation_form_outliers_transform,1,21,0.5018479287975137,0.6356003598736786
768,S004,MKC.U5.04.sample_mean_sampling_distribution,1,22,0.44960642792220645,0.49860879680950226
775,S004,MKC.U2.05.residuals_r2_model_diagnostics,0,23,0.3202135717671906,0.3106852014320709
780,S004,MKC.U6.03.errors_alpha_power,1,24,0.4173911020020117,0.3401289266736797
847,S004,MKC.U8.03.chi_square_two_way_calculation_conclusion,1,25,0.3775598841676572,0.6255631548025963
848,S004,MKC.U1.05.standardization_transformations,1,26,0.5210825129743719,0.42840886955559326
854,S004,MKC.U1.04.summary_statistics_outliers,0,27,0.5407331559222569,0.5439513502388468
952,S004,MKC.U5.04.sample_mean_sampling_distribution,1,28,0.5195726826365136,0.7088759358956904
957,S004,MKC.U3.01.population_sampling_methods,1,29,0.5018323950422561,0.5302281506352647
1002,S004,MKC.U3.01.population_sampling_methods,0,30,0.5336858296281891,0.6642491928602999
1028,S004,MKC.U3.01.population_sampling_methods,1,31,0.5115422050459834,0.5710814800618276
1084,S004,MKC.U8.01.chi_square_gof,0,32,0.49207250315486095,0.3253040649680745
1102,S004,MKC.U8.03.chi_square_two_way_calculation_conclusion,1,33,0.40790625133160285,0.7778578798198945
1113,S004,MKC.U5.01.normal_simulation_estimators,1,34,0.495146857102315,0.43153506266674396
1132,S004,MKC.U3.04.random_assignment_causation_design,1,35,0.4447468686945675,0.08496948981264432
1183,S004,MKC.U3.05.blocking_matching_blinding_confounding,0,36,0.4399936241602692,0.1720711246192338
1212,S004,MKC.U2.03.correlation_form_outliers_transform,1,37,0.6186406612729987,0.8722595029845517
1218,S004,MKC.U5.01.normal_simulation_estimators,1,38,0.5481025066404779,0.6003505734620276
1264,S004,MKC.U4.04.binomial_model,1,39,0.5222601190345798,0.6249232046021372
1340,S004,MKC.U6.01.one_prop_confidence_intervals,1,40,0.4040306883641337,0.5434433567176399
1347,S004,MKC.U10.04.power_typeii_tradeoffs,1,41,0.3375924532240945,0.23936264824223333
1383,S004,MKC.U6.04.two_prop_confidence_intervals,1,42,0.4789861513921988,0.3671580306604872
1389,S004,MKC.U2.02.scatterplots_and_association,0,43,0.4899354310097235,0.4729488248180167
1406,S004,MKC.U6.01.one_prop_confidence_intervals,1,44,0.45135439565767593,0.7141764437785169
1419,S004,MKC.U5.03.diff_proportions_sampling_distribution,1,45,0.2960017310773557,0.19262933913164754
1435,S004,MKC.U6.02.one_prop_hypothesis_tests,1,46,0.4354804883457112,0.4548148623808007
1456,S004,MKC.U10.04.power_typeii_tradeoffs,1,47,0.37576199512115593,0.394835936402164
1536,S004,MKC.U10.04.power_typeii_tradeoffs,1,48,0.41813671448791667,0.567437875733057
1553,S004,MKC.U5.04.sample_mean_sampling_distribution,1,49,0.5677716086958977,0.853726483219056
1555,S004,MKC.U8.02.chi_square_two_way_structure,1,50,0.39773543174087467,0.4844387112443844
1565,S004,MKC.U6.04.two_prop_confidence_intervals,0,51,0.5745849647061816,0.5924458423089535
1570,S004,MKC.U1.04.summary_statistics_outliers,0,52,0.48822474536737637,0.3854335590478688
1603,S004,MKC.U7.01.t_intervals_mean_foundations,0,53,0.37780194704454934,0.09206216075406949
1609,S004,MKC.U3.04.random_assignment_causation_design,0,54,0.46326083000896484,0.14670265479020597
1618,S004,MKC.U3.01.population_sampling_methods,1,55,0.542008516239267,0.6992663000648586
1630,S004,MKC.U6.03.errors_alpha_power,0,56,0.49864724109546155,0.5594763360079774
1633,S004,MKC.U7.05.two_sample_t_tests,1,57,0.35484044473804155,0.3689123784208609
