,student_id,assignment_id,class_num,observation_id,item_type,source_question,primary_kc_id,all_kc_ids,score,max_score,percent_score,student_response,correct_answer_or_rubric,rubric_level
28,S001,HW2,2,HW2_PCB_Q02,MCQ,PCB Q02,KC.U1.12.center_mean_median_mode,KC.U1.12.center_mean_median_mode|KC.U1.16.resistance_skew_mean_median,1.0,1,100,B,B,
29,S001,HW2,2,HW2_PCB_Q03,MCQ,PCB Q03,KC.U1.13.spread_iqr_range_sd,KC.U1.13.spread_iqr_range_sd|KC.U1.25.percentile_quartile_interpretation,1.0,1,100,A,A,
30,S001,HW2,2,HW2_PCB_Q04,MCQ,PCB Q04,KC.U1.15.outlier_rule,KC.U1.15.outlier_rule|KC.U1.13.spread_iqr_range_sd,1.0,1,100,C,C,
31,S001,HW2,2,HW2_PCB_Q05,MCQ,PCB Q05,KC.U1.16.resistance_skew_mean_median,KC.U1.16.resistance_skew_mean_median|KC.U1.10.histogram_shape_features,1.0,1,100,A,A,
32,S001,HW2,2,HW2_PCB_Q06,MCQ,PCB Q06,KC.U1.16.resistance_skew_mean_median,KC.U1.16.resistance_skew_mean_median|KC.U1.12.center_mean_median_mode|KC.U1.13.spread_iqr_range_sd,0.0,1,0,E,D,
33,S001,HW2,2,HW2_PCB_Q07,MCQ,PCB Q07,KC.U1.14.five_number_boxplot,KC.U1.14.five_number_boxplot|KC.U1.25.percentile_quartile_interpretation,0.0,1,0,A,D,
34,S001,HW2,2,HW2_PCB_Q08,MCQ,PCB Q08,KC.U1.14.five_number_boxplot,KC.U1.14.five_number_boxplot|KC.U1.25.percentile_quartile_interpretation,1.0,1,100,D,D,
35,S001,HW2,2,HW2_PCB_Q09,MCQ,PCB Q09,KC.U1.16.resistance_skew_mean_median,KC.U1.16.resistance_skew_mean_median|KC.U1.10.histogram_shape_features,1.0,1,100,D,D,
36,S001,HW2,2,HW2_PCB_Q10,MCQ,PCB Q10,KC.U1.17.compare_distributions,KC.U1.17.compare_distributions|KC.U1.10.histogram_shape_features|KC.U1.13.spread_iqr_range_sd,1.0,1,100,C,C,
37,S001,HW2,2,HW2_PCB_Q11,MCQ,PCB Q11,KC.U1.17.compare_distributions,KC.U1.17.compare_distributions|KC.U1.14.five_number_boxplot|KC.U1.13.spread_iqr_range_sd,0.0,1,0,A,E,
38,S001,HW2,2,HW2_PCB_Q12,MCQ,PCB Q12,KC.U1.15.outlier_rule,KC.U1.15.outlier_rule|KC.U1.14.five_number_boxplot,1.0,1,100,D,D,
39,S001,HW2,2,HW2_SG1_Q04,MCQ,SG1 Q04,KC.U1.13.spread_iqr_range_sd,KC.U1.13.spread_iqr_range_sd,1.0,1,100,A,A,
40,S001,HW2,2,HW2_SG1_Q06,MCQ,SG1 Q06,KC.U1.18.linear_transformations,KC.U1.18.linear_transformations|KC.U1.13.spread_iqr_range_sd,1.0,1,100,C,C,
41,S001,HW2,2,HW2_SG1_Q34,MCQ,SG1 Q34,KC.U1.18.linear_transformations,KC.U1.18.linear_transformations|KC.U1.13.spread_iqr_range_sd,1.0,1,100,A,A,
42,S001,HW2,2,HW2_SG1_Q56,MCQ,SG1 Q56,KC.U1.16.resistance_skew_mean_median,KC.U1.16.resistance_skew_mean_median,0.0,1,0,C,D,
43,S001,HW2,2,HW2_SG1_Q60,MCQ,SG1 Q60,KC.U1.25.percentile_quartile_interpretation,KC.U1.25.percentile_quartile_interpretation|KC.U1.12.center_mean_median_mode,0.0,1,0,A,B,
44,S001,HW2,2,HW2_SGFRQ1_Q1b,FRQ_Component,SGFRQ1 Q1b,KC.U1.16.resistance_skew_mean_median,KC.U1.16.resistance_skew_mean_median|KC.U1.10.histogram_shape_features,1.0,1,100,E,Rubric: mean overestimates typical price because large right-tail values affect it more than the median,E
45,S001,HW3,3,HW3_PCB_Q13,MCQ,PCB Q13,KC.U1.21.empirical_rule_sd,KC.U1.21.empirical_rule_sd|KC.U1.20.normal_model_appropriateness,0.0,1,0,E,B,
46,S001,HW3,3,HW3_PCB_Q14,MCQ,PCB Q14,KC.U1.20.normal_model_appropriateness,KC.U1.20.normal_model_appropriateness|KC.U1.03.variable_type_cat_quant,0.0,1,0,D,B,
47,S001,HW3,3,HW3_PCB_Q15,MCQ,PCB Q15,KC.U1.22.normal_tail_interval_probability,KC.U1.22.normal_tail_interval_probability|KC.U1.19.z_score_compute_interpret,1.0,1,100,B,B,
48,S001,HW3,3,HW3_PCB_Q16,MCQ,PCB Q16,KC.U1.22.normal_tail_interval_probability,KC.U1.22.normal_tail_interval_probability|KC.U1.19.z_score_compute_interpret,1.0,1,100,E,E,
49,S001,HW3,3,HW3_PCB_Q17,MCQ,PCB Q17,KC.U1.22.normal_tail_interval_probability,KC.U1.22.normal_tail_interval_probability|KC.U1.19.z_score_compute_interpret,0.0,1,0,D,C,
50,S001,HW3,3,HW3_PCB_Q18,MCQ,PCB Q18,KC.U1.23.inverse_normal_percentile,KC.U1.23.inverse_normal_percentile|KC.U1.19.z_score_compute_interpret,0.0,1,0,C,D,
51,S001,HW3,3,HW3_SG1_Q16,MCQ,SG1 Q16,KC.U1.23.inverse_normal_percentile,KC.U1.23.inverse_normal_percentile|KC.U1.19.z_score_compute_interpret,0.0,1,0,C,D,
52,S001,HW3,3,HW3_SG1_Q44,MCQ,SG1 Q44,KC.U1.18.linear_transformations,KC.U1.18.linear_transformations|KC.U1.19.z_score_compute_interpret,0.0,1,0,D,C,
53,S001,HW3,3,HW3_SG1_Q59,MCQ,SG1 Q59,KC.U1.23.inverse_normal_percentile,KC.U1.23.inverse_normal_percentile|KC.U1.22.normal_tail_interval_probability,0.0,1,0,B,D,
54,S001,HW3,3,HW3_SG1_Q86,MCQ,SG1 Q86,KC.U1.20.normal_model_appropriateness,KC.U1.20.normal_model_appropriateness|KC.U1.22.normal_tail_interval_probability,0.0,1,0,E,B,
55,S001,HW3,3,HW3_SG1_Q87,MCQ,SG1 Q87,KC.U1.22.normal_tail_interval_probability,KC.U1.22.normal_tail_interval_probability|KC.U1.19.z_score_compute_interpret,1.0,1,100,A,A,
56,S001,HW3,3,HW3_SG1_Q88,MCQ,SG1 Q88,KC.U1.23.inverse_normal_percentile,KC.U1.23.inverse_normal_percentile|KC.U1.22.normal_tail_interval_probability,0.0,1,0,A,D,
57,S001,HW3,3,HW3_SG1_Q92,MCQ,SG1 Q92,KC.U1.23.inverse_normal_percentile,KC.U1.23.inverse_normal_percentile|KC.U1.19.z_score_compute_interpret,0.0,1,0,A,D,
58,S001,HW3,3,HW3_SG1_Q96,MCQ,SG1 Q96,KC.U1.24.compare_standardized_values,KC.U1.24.compare_standardized_values|KC.U1.19.z_score_compute_interpret,0.0,1,0,B,C,
59,S001,HW3,3,HW3_SG1_Q104,MCQ,SG1 Q104,KC.U1.22.normal_tail_interval_probability,KC.U1.22.normal_tail_interval_probability|KC.U1.19.z_score_compute_interpret,0.0,1,0,B,A,
60,S001,HW3,3,HW3_SG1_Q108,MCQ,SG1 Q108,KC.U1.22.normal_tail_interval_probability,KC.U1.22.normal_tail_interval_probability|KC.U1.19.z_score_compute_interpret,1.0,1,100,C,C,
61,S001,HW3,3,HW3_SG1_Q110,MCQ,SG1 Q110,KC.U1.19.z_score_compute_interpret,KC.U1.19.z_score_compute_interpret,1.0,1,100,C,C,
62,S001,HW3,3,HW3_SG1_Q111,MCQ,SG1 Q111,KC.U1.24.compare_standardized_values,KC.U1.24.compare_standardized_values|KC.U1.19.z_score_compute_interpret,1.0,1,100,B,B,
63,S001,HW3,3,HW3_SG1_Q120,MCQ,SG1 Q120,KC.U1.19.z_score_compute_interpret,KC.U1.19.z_score_compute_interpret,1.0,1,100,B,B,
64,S001,HW3,3,HW3_PCFRQ_Q1a,FRQ_Component,PCFRQ Q1a,KC.U1.26.graph_construction_axes,KC.U1.26.graph_construction_axes|KC.U1.09.quantitative_display_reading,0.0,1,0,I,"Rubric: six bars, correct intervals, axis labels, frequencies",I
65,S001,HW3,3,HW3_PCFRQ_Q1b,FRQ_Component,PCFRQ Q1b,KC.U1.11.describe_distribution_socs,KC.U1.11.describe_distribution_socs|KC.U1.10.histogram_shape_features,1.0,1,100,E,"Rubric: shape, center, variability, context",E
66,S001,HW3,3,HW3_PCFRQ_Q1c,FRQ_Component,PCFRQ Q1c,KC.U1.20.normal_model_appropriateness,KC.U1.20.normal_model_appropriateness|KC.U1.10.histogram_shape_features,0.5,1,50,P,Rubric: no; not mound-shaped/normal; justify using histogram features,P
67,S001,HW3,3,HW3_PCFRQ_Q2a,FRQ_Component,PCFRQ Q2a,KC.U1.19.z_score_compute_interpret,KC.U1.19.z_score_compute_interpret,1.0,1,100,E,Rubric: z = 1 for north and z = -1.2 for south with labels/calculation,E
68,S001,HW3,3,HW3_PCFRQ_Q2b,FRQ_Component,PCFRQ Q2b,KC.U1.24.compare_standardized_values,KC.U1.24.compare_standardized_values|KC.U1.22.normal_tail_interval_probability,0.0,1,0,I,Rubric: southern region; compare z-scores or normal proportions,I
69,S002,HW1,1,HW1_PCA_Q01,MCQ,PCA Q01,KC.U1.02.observational_unit_variable,KC.U1.02.observational_unit_variable,1.0,1,100,E,E,
70,S002,HW1,1,HW1_PCA_Q02,MCQ,PCA Q02,KC.U1.03.variable_type_cat_quant,KC.U1.03.variable_type_cat_quant,0.0,1,0,C,E,
71,S002,HW1,1,HW1_PCA_Q03,MCQ,PCA Q03,KC.U1.03.variable_type_cat_quant,KC.U1.03.variable_type_cat_quant,1.0,1,100,D,D,
72,S002,HW1,1,HW1_PCA_Q04,MCQ,PCA Q04,KC.U1.05.categorical_freq_relative,KC.U1.05.categorical_freq_relative,0.0,1,0,A,E,
73,S002,HW1,1,HW1_PCA_Q05,MCQ,PCA Q05,KC.U1.05.categorical_freq_relative,KC.U1.05.categorical_freq_relative,1.0,1,100,B,B,
74,S002,HW1,1,HW1_PCA_Q06,MCQ,PCA Q06,KC.U1.05.categorical_freq_relative,KC.U1.05.categorical_freq_relative,1.0,1,100,D,D,
75,S002,HW1,1,HW1_PCA_Q07,MCQ,PCA Q07,KC.U1.06.categorical_bar_pie_segmented,KC.U1.06.categorical_bar_pie_segmented|KC.U1.05.categorical_freq_relative,1.0,1,100,E,E,
76,S002,HW1,1,HW1_PCA_Q08,MCQ,PCA Q08,KC.U1.06.categorical_bar_pie_segmented,KC.U1.06.categorical_bar_pie_segmented,0.0,1,0,E,D,
77,S002,HW1,1,HW1_PCA_Q09,MCQ,PCA Q09,KC.U1.06.categorical_bar_pie_segmented,KC.U1.06.categorical_bar_pie_segmented|KC.U1.05.categorical_freq_relative,1.0,1,100,B,B,
78,S002,HW1,1,HW1_PCA_Q10,MCQ,PCA Q10,KC.U1.07.two_way_table_association,KC.U1.07.two_way_table_association|KC.U1.05.categorical_freq_relative,1.0,1,100,E,E,
79,S002,HW1,1,HW1_PCA_Q11,MCQ,PCA Q11,KC.U1.06.categorical_bar_pie_segmented,KC.U1.06.categorical_bar_pie_segmented|KC.U1.07.two_way_table_association,1.0,1,100,A,A,
80,S002,HW1,1,HW1_PCA_Q12,MCQ,PCA Q12,KC.U1.06.categorical_bar_pie_segmented,KC.U1.06.categorical_bar_pie_segmented|KC.U1.07.two_way_table_association,0.0,1,0,E,A,
81,S002,HW1,1,HW1_SG1_Q24,MCQ,SG1 Q24,KC.U1.08.graph_choice_categorical,KC.U1.08.graph_choice_categorical|KC.U1.07.two_way_table_association,1.0,1,100,D,D,
82,S002,HW1,1,HW1_SG1_Q26,MCQ,SG1 Q26,KC.U1.06.categorical_bar_pie_segmented,KC.U1.06.categorical_bar_pie_segmented|KC.U1.05.categorical_freq_relative,1.0,1,100,D,D,
83,S002,HW1,1,HW1_SG1_Q47,MCQ,SG1 Q47,KC.U1.07.two_way_table_association,KC.U1.07.two_way_table_association|KC.U1.05.categorical_freq_relative,1.0,1,100,A,A,
84,S002,HW1,1,HW1_SG1_Q48,MCQ,SG1 Q48,KC.U1.05.categorical_freq_relative,KC.U1.05.categorical_freq_relative,0.0,1,0,B,E,
85,S002,HW1,1,HW1_SG1_Q49,MCQ,SG1 Q49,KC.U1.06.categorical_bar_pie_segmented,KC.U1.06.categorical_bar_pie_segmented|KC.U1.05.categorical_freq_relative,1.0,1,100,B,B,
86,S002,HW1,1,HW1_SG1_Q66,MCQ,SG1 Q66,KC.U1.05.categorical_freq_relative,KC.U1.05.categorical_freq_relative,0.0,1,0,C,B,
87,S002,HW1,1,HW1_SG1_Q68,MCQ,SG1 Q68,KC.U1.07.two_way_table_association,KC.U1.07.two_way_table_association|KC.U1.06.categorical_bar_pie_segmented,1.0,1,100,D,D,
88,S002,HW1,1,HW1_SG1_Q74,MCQ,SG1 Q74,KC.U1.08.graph_choice_categorical,KC.U1.08.graph_choice_categorical|KC.U1.07.two_way_table_association,1.0,1,100,C,C,
89,S002,HW1,1,HW1_SGFRQ1_Q1a,FRQ_Component,SGFRQ1 Q1a,KC.U1.27.sample_population_scope,KC.U1.27.sample_population_scope|KC.U1.01.statistical_context,0.0,1,0,I,Rubric: population = one-bedroom apartments listed on the specific website at the sampling time,I
90,S002,HW2,2,HW2_PCA_Q13,MCQ,PCA Q13,KC.U1.04.variable_type_discrete_continuous,KC.U1.04.variable_type_discrete_continuous|KC.U1.03.variable_type_cat_quant,1.0,1,100,C,C,
91,S002,HW2,2,HW2_PCA_Q14,MCQ,PCA Q14,KC.U1.04.variable_type_discrete_continuous,KC.U1.04.variable_type_discrete_continuous|KC.U1.03.variable_type_cat_quant,1.0,1,100,E,E,
92,S002,HW2,2,HW2_PCA_Q15,MCQ,PCA Q15,KC.U1.09.quantitative_display_reading,KC.U1.09.quantitative_display_reading|KC.U1.04.variable_type_discrete_continuous,1.0,1,100,A,A,
93,S002,HW2,2,HW2_PCA_Q16,MCQ,PCA Q16,KC.U1.10.histogram_shape_features,KC.U1.10.histogram_shape_features|KC.U1.09.quantitative_display_reading,1.0,1,100,A,A,
94,S002,HW2,2,HW2_PCA_Q17,MCQ,PCA Q17,KC.U1.10.histogram_shape_features,KC.U1.10.histogram_shape_features|KC.U1.09.quantitative_display_reading,1.0,1,100,B,B,
95,S002,HW2,2,HW2_PCA_Q18,MCQ,PCA Q18,KC.U1.10.histogram_shape_features,KC.U1.10.histogram_shape_features|KC.U1.09.quantitative_display_reading,1.0,1,100,A,A,
96,S002,HW2,2,HW2_PCB_Q01,MCQ,PCB Q01,KC.U1.12.center_mean_median_mode,KC.U1.12.center_mean_median_mode,1.0,1,100,C,C,
97,S002,HW2,2,HW2_PCB_Q02,MCQ,PCB Q02,KC.U1.12.center_mean_median_mode,KC.U1.12.center_mean_median_mode|KC.U1.16.resistance_skew_mean_median,1.0,1,100,B,B,
98,S002,HW2,2,HW2_PCB_Q03,MCQ,PCB Q03,KC.U1.13.spread_iqr_range_sd,KC.U1.13.spread_iqr_range_sd|KC.U1.25.percentile_quartile_interpretation,1.0,1,100,A,A,
99,S002,HW2,2,HW2_PCB_Q04,MCQ,PCB Q04,KC.U1.15.outlier_rule,KC.U1.15.outlier_rule|KC.U1.13.spread_iqr_range_sd,0.0,1,0,D,C,
100,S002,HW2,2,HW2_PCB_Q05,MCQ,PCB Q05,KC.U1.16.resistance_skew_mean_median,KC.U1.16.resistance_skew_mean_median|KC.U1.10.histogram_shape_features,1.0,1,100,A,A,
101,S002,HW2,2,HW2_PCB_Q06,MCQ,PCB Q06,KC.U1.16.resistance_skew_mean_median,KC.U1.16.resistance_skew_mean_median|KC.U1.12.center_mean_median_mode|KC.U1.13.spread_iqr_range_sd,1.0,1,100,D,D,
102,S002,HW2,2,HW2_PCB_Q07,MCQ,PCB Q07,KC.U1.14.five_number_boxplot,KC.U1.14.five_number_boxplot|KC.U1.25.percentile_quartile_interpretation,0.0,1,0,A,D,
103,S002,HW2,2,HW2_PCB_Q08,MCQ,PCB Q08,KC.U1.14.five_number_boxplot,KC.U1.14.five_number_boxplot|KC.U1.25.percentile_quartile_interpretation,1.0,1,100,D,D,
104,S002,HW2,2,HW2_PCB_Q09,MCQ,PCB Q09,KC.U1.16.resistance_skew_mean_median,KC.U1.16.resistance_skew_mean_median|KC.U1.10.histogram_shape_features,1.0,1,100,D,D,
105,S002,HW2,2,HW2_PCB_Q10,MCQ,PCB Q10,KC.U1.17.compare_distributions,KC.U1.17.compare_distributions|KC.U1.10.histogram_shape_features|KC.U1.13.spread_iqr_range_sd,1.0,1,100,C,C,
106,S002,HW2,2,HW2_PCB_Q11,MCQ,PCB Q11,KC.U1.17.compare_distributions,KC.U1.17.compare_distributions|KC.U1.14.five_number_boxplot|KC.U1.13.spread_iqr_range_sd,1.0,1,100,E,E,
107,S002,HW2,2,HW2_PCB_Q12,MCQ,PCB Q12,KC.U1.15.outlier_rule,KC.U1.15.outlier_rule|KC.U1.14.five_number_boxplot,1.0,1,100,D,D,
108,S002,HW2,2,HW2_SG1_Q04,MCQ,SG1 Q04,KC.U1.13.spread_iqr_range_sd,KC.U1.13.spread_iqr_range_sd,1.0,1,100,A,A,
109,S002,HW2,2,HW2_SG1_Q06,MCQ,SG1 Q06,KC.U1.18.linear_transformations,KC.U1.18.linear_transformations|KC.U1.13.spread_iqr_range_sd,1.0,1,100,C,C,
110,S002,HW2,2,HW2_SG1_Q34,MCQ,SG1 Q34,KC.U1.18.linear_transformations,KC.U1.18.linear_transformations|KC.U1.13.spread_iqr_range_sd,1.0,1,100,A,A,
111,S002,HW2,2,HW2_SG1_Q56,MCQ,SG1 Q56,KC.U1.16.resistance_skew_mean_median,KC.U1.16.resistance_skew_mean_median,1.0,1,100,D,D,
112,S002,HW2,2,HW2_SG1_Q60,MCQ,SG1 Q60,KC.U1.25.percentile_quartile_interpretation,KC.U1.25.percentile_quartile_interpretation|KC.U1.12.center_mean_median_mode,1.0,1,100,B,B,
113,S002,HW2,2,HW2_SGFRQ1_Q1b,FRQ_Component,SGFRQ1 Q1b,KC.U1.16.resistance_skew_mean_median,KC.U1.16.resistance_skew_mean_median|KC.U1.10.histogram_shape_features,0.5,1,50,P,Rubric: mean overestimates typical price because large right-tail values affect it more than the median,P
114,S002,HW3,3,HW3_PCB_Q13,MCQ,PCB Q13,KC.U1.21.empirical_rule_sd,KC.U1.21.empirical_rule_sd|KC.U1.20.normal_model_appropriateness,1.0,1,100,B,B,
115,S002,HW3,3,HW3_PCB_Q14,MCQ,PCB Q14,KC.U1.20.normal_model_appropriateness,KC.U1.20.normal_model_appropriateness|KC.U1.03.variable_type_cat_quant,1.0,1,100,B,B,
116,S002,HW3,3,HW3_PCB_Q15,MCQ,PCB Q15,KC.U1.22.normal_tail_interval_probability,KC.U1.22.normal_tail_interval_probability|KC.U1.19.z_score_compute_interpret,0.0,1,0,E,B,
117,S002,HW3,3,HW3_PCB_Q16,MCQ,PCB Q16,KC.U1.22.normal_tail_interval_probability,KC.U1.22.normal_tail_interval_probability|KC.U1.19.z_score_compute_interpret,1.0,1,100,E,E,
118,S002,HW3,3,HW3_PCB_Q17,MCQ,PCB Q17,KC.U1.22.normal_tail_interval_probability,KC.U1.22.normal_tail_interval_probability|KC.U1.19.z_score_compute_interpret,1.0,1,100,C,C,
119,S002,HW3,3,HW3_PCB_Q18,MCQ,PCB Q18,KC.U1.23.inverse_normal_percentile,KC.U1.23.inverse_normal_percentile|KC.U1.19.z_score_compute_interpret,0.0,1,0,B,D,
120,S002,HW3,3,HW3_SG1_Q16,MCQ,SG1 Q16,KC.U1.23.inverse_normal_percentile,KC.U1.23.inverse_normal_percentile|KC.U1.19.z_score_compute_interpret,0.0,1,0,E,D,
121,S002,HW3,3,HW3_SG1_Q44,MCQ,SG1 Q44,KC.U1.18.linear_transformations,KC.U1.18.linear_transformations|KC.U1.19.z_score_compute_interpret,0.0,1,0,D,C,
122,S002,HW3,3,HW3_SG1_Q59,MCQ,SG1 Q59,KC.U1.23.inverse_normal_percentile,KC.U1.23.inverse_normal_percentile|KC.U1.22.normal_tail_interval_probability,1.0,1,100,D,D,
123,S002,HW3,3,HW3_SG1_Q86,MCQ,SG1 Q86,KC.U1.20.normal_model_appropriateness,KC.U1.20.normal_model_appropriateness|KC.U1.22.normal_tail_interval_probability,1.0,1,100,B,B,
124,S002,HW3,3,HW3_SG1_Q87,MCQ,SG1 Q87,KC.U1.22.normal_tail_interval_probability,KC.U1.22.normal_tail_interval_probability|KC.U1.19.z_score_compute_interpret,0.0,1,0,E,A,
125,S002,HW3,3,HW3_SG1_Q88,MCQ,SG1 Q88,KC.U1.23.inverse_normal_percentile,KC.U1.23.inverse_normal_percentile|KC.U1.22.normal_tail_interval_probability,1.0,1,100,D,D,
126,S002,HW3,3,HW3_SG1_Q92,MCQ,SG1 Q92,KC.U1.23.inverse_normal_percentile,KC.U1.23.inverse_normal_percentile|KC.U1.19.z_score_compute_interpret,1.0,1,100,D,D,
127,S002,HW3,3,HW3_SG1_Q96,MCQ,SG1 Q96,KC.U1.24.compare_standardized_values,KC.U1.24.compare_standardized_values|KC.U1.19.z_score_compute_interpret,0.0,1,0,B,C,
128,S002,HW3,3,HW3_SG1_Q104,MCQ,SG1 Q104,KC.U1.22.normal_tail_interval_probability,KC.U1.22.normal_tail_interval_probability|KC.U1.19.z_score_compute_interpret,0.0,1,0,B,A,
129,S002,HW3,3,HW3_SG1_Q108,MCQ,SG1 Q108,KC.U1.22.normal_tail_interval_probability,KC.U1.22.normal_tail_interval_probability|KC.U1.19.z_score_compute_interpret,1.0,1,100,C,C,
130,S002,HW3,3,HW3_SG1_Q110,MCQ,SG1 Q110,KC.U1.19.z_score_compute_interpret,KC.U1.19.z_score_compute_interpret,1.0,1,100,C,C,
131,S002,HW3,3,HW3_SG1_Q111,MCQ,SG1 Q111,KC.U1.24.compare_standardized_values,KC.U1.24.compare_standardized_values|KC.U1.19.z_score_compute_interpret,1.0,1,100,B,B,
132,S002,HW3,3,HW3_SG1_Q120,MCQ,SG1 Q120,KC.U1.19.z_score_compute_interpret,KC.U1.19.z_score_compute_interpret,1.0,1,100,B,B,
