user_id,skill_name,correct,order_id,correct_predictions,state_predictions,modeling_kc_label,unit,topic_group,description,num_fine_kcs,fine_kc_ids,num_items,num_primary_items,num_student_records,mean_percent_score,assignments,merge_rationale,rank,unit_description,weight,tier,estimated_exam_share_pct,unit_exam_weighting,direct_dependents,downstream_dependents,weighted_direct_edge_count,weight_rationale,2026_27_revision_note
S001,MKC.U4.03.random_variables_expected_value,0,10,0.4033803481186831,0.1455463534686298,"Random variables, probability distributions, and expected value",Unit 4,Random variables,"Define random variables, use discrete probability distributions, calculate/interpret expected value and standard deviation, and combine/transform random variables.",10,KC.U4.14.random_variable_definition; KC.U4.15.discrete_probability_distribution; KC.U4.16.expected_value_calculation; KC.U4.17.expected_value_interpretation; KC.U4.18.standard_deviation_random_variable; KC.U4.19.probability_distribution_shape_center; KC.U4.20.linear_transform_random_variable; KC.U4.21.combining_independent_random_variables; KC.U4.22.joint_distribution_independence; KC.U4.33.expected_value_decision_making,57,48,1423,0.558,HW10;HW8;HW9;ME2;ME3;MF2,Merged because these KCs use probability distributions to reason about random variables.,11,"Probability, Random Variables, and Probability Distributions",78,Tier 2: high,3.8,10%–20%,0,0,0,high AP unit weighting; aligns with high-weight probability/simulation skill,
S001,MKC.U6.01.one_prop_confidence_intervals,0,11,0.4345639101435338,0.6536002212248031,One-proportion confidence intervals,Unit 6,Inference for proportions,"Select, check conditions for, compute, and interpret one-proportion confidence intervals; assess claims using intervals.",10,KC.U6.01.population_proportion_parameter; KC.U6.02.one_prop_ci_procedure_selection; KC.U6.03.sample_proportion_se_for_inference; KC.U6.04.one_prop_ci_conditions; KC.U6.05.critical_value_confidence_level; KC.U6.06.one_prop_ci_compute; KC.U6.07.one_prop_ci_interpret; KC.U6.08.margin_error_width_sample_size; KC.U6.09.ci_claim_plausibility; KC.U6.10.confidence_level_long_run_interpretation,38,30,899,0.5078,HW14;HW15;HW16;HW17;HW20;ME3;ME4;MF1;MF2,Merged because these KCs form a complete one-proportion CI procedure.,12,Inference for Categorical Data: Proportions,76,Tier 2: high,3.04,12%–15%,2,13,4,moderate graph centrality (13 downstream); high AP unit weighting,
S001,MKC.U8.01.chi_square_gof,1,12,0.4920725031548609,0.3253040649680745,Chi-square goodness-of-fit tests,Unit 8,Chi-square inference,"Select, set up, check conditions for, compute, interpret, and conclude chi-square goodness-of-fit tests.",11,KC.U8.01.categorical_count_data_structure; KC.U8.02.gof_procedure_selection; KC.U8.03.gof_null_alternative_hypotheses; KC.U8.04.gof_expected_counts; KC.U8.05.gof_conditions; KC.U8.06.gof_degrees_freedom; KC.U8.07.gof_test_statistic_contributions; KC.U8.08.gof_p_value_interpretation; KC.U8.09.gof_decision_conclusion; KC.U8.10.chi_square_distribution_shape; KC.U8.11.gof_uniform_distribution_application,23,23,558,0.5556,HW21;ME4;MF2,Merged because these KCs are all components of one chi-square GOF procedure.,38,Inference for Categorical Data: Chi-Square,32,Tier 4: medium,1.25,2%–5%,1,2,1,low AP unit weighting,2026-27 AP revision removes chi-square goodness-of-fit; lower if targeting May 2027+ only.
S001,MKC.U6.05.two_prop_hypothesis_tests,0,13,0.3962942099201002,0.1908269054656957,Two-proportion hypothesis tests,Unit 6,Inference for proportions,"Select, set up, perform, and conclude two-proportion z-tests, including pooled standard error and parameter/statistic language.",5,KC.U6.28.two_prop_test_procedure_selection; KC.U6.29.two_prop_hypotheses; KC.U6.30.pooled_proportion_test_se; KC.U6.31.two_prop_test_statistic_pvalue; KC.U6.32.two_prop_test_conclusion,23,20,561,0.4768,HW17;ME3;ME4;MF1;MF2,Merged because these KCs form a complete two-proportion hypothesis-test procedure.,26,Inference for Categorical Data: Proportions,56,Tier 3: medium-high,2.39,12%–15%,0,0,0,high AP unit weighting,
S001,MKC.U1.06.normal_distribution_calculations,0,14,0.5847661764820673,0.7860508669402687,Normal distribution modeling and calculations,Unit 1,Normal distributions,"Assess normal-model appropriateness and use normal/empirical-rule reasoning for probabilities, percentiles, and reverse calculations.",4,KC.U1.20.normal_model_appropriateness; KC.U1.21.empirical_rule_sd; KC.U1.22.normal_tail_interval_probability; KC.U1.23.inverse_normal_percentile,29,21,720,0.5396,HW11;HW3;HW4;ME1;ME3;MF1;MF2,Merged because these KCs are all normal-model applications.,6,Exploring One-Variable Data,86,Tier 1: critical,3.46,15%–23%,2,25,4,foundation for 25 downstream MKCs; high AP unit weighting,
S001,MKC.U1.04.summary_statistics_outliers,1,15,0.5346536595378323,0.5255979411710695,"Summary statistics, percentiles, and outliers",Unit 1,Summary statistics,"Calculate and interpret center, spread, quartiles, boxplots, outliers, and resistance.",6,KC.U1.12.center_mean_median_mode; KC.U1.13.spread_iqr_range_sd; KC.U1.14.five_number_boxplot; KC.U1.15.outlier_rule; KC.U1.16.resistance_skew_mean_median; KC.U1.25.percentile_quartile_interpretation,37,24,910,0.5824,HW11;HW2;HW26;ME1;ME3;MF1;MF2,Merged because these KCs all describe numerical summaries and the influence of skewness/outliers.,2,Exploring One-Variable Data,96,Tier 1: critical,3.78,15%–23%,3,33,6,foundation for 33 downstream MKCs; high AP unit weighting,
S001,MKC.U7.04.two_sample_t_intervals,0,16,0.3190163152552274,0.2044347653622894,Two-sample t confidence intervals,Unit 7,Inference for means,"Select, check conditions for, compute, interpret, and use two-sample t intervals for differences in means.",4,KC.U7.18.two_sample_t_interval_procedure_selection; KC.U7.19.two_sample_t_interval_conditions; KC.U7.20.two_sample_t_interval_compute_interpret; KC.U7.21.two_sample_t_interval_claim_plausibility,13,10,305,0.441,HW20;ME4;MF1;MF2,Merged because these KCs form a complete two-sample mean CI procedure.,23,Inference for Quantitative Data: Means,58,Tier 3: medium-high,1.9,10%–18%,1,7,1,moderate graph centrality (7 downstream); high AP unit weighting,
S001,MKC.U3.05.blocking_matching_blinding_confounding,0,17,0.4778827638456941,0.2975712206872007,"Blocking, matched pairs, blinding, and confounding",Unit 3,Experimental design,"Recognize blocked/matched-pairs designs, placebo/blinding, confounding, and design flaws.",5,KC.U3.21.randomized_block_design; KC.U3.22.matched_pairs_design; KC.U3.23.placebo_blinding; KC.U3.24.confounding_variables; KC.U3.26.experimental_design_flaws,20,18,497,0.4909,HW6;ME2;ME3;MF1;MF2,Merged because these features refine experimental design and address sources of variability or bias.,25,Collecting Data,57,Tier 3: medium-high,2.63,12%–15%,1,1,3,high AP unit weighting,
S001,MKC.U6.03.errors_alpha_power,1,18,0.4173911020020117,0.3401289266736797,"Type I/II error, alpha, beta, and power",Unit 6,Errors and power,"Identify Type I/II errors, significance level, power, beta, and tradeoffs among alpha, beta, sample size, and standard error.",5,KC.U6.18.type_i_error; KC.U6.19.type_ii_error; KC.U6.20.significance_level_alpha; KC.U6.21.power_beta_relationship; KC.U6.22.alpha_beta_tradeoff,35,21,836,0.4671,HW15;HW16;HW17;HW20;HW27;ME3;ME4;MF1;MF2,Merged because these KCs concern the operating characteristics of tests.,18,Inference for Categorical Data: Proportions,66,Tier 3: medium-high,2.45,12%–15%,2,2,6,high AP unit weighting,
S001,MKC.U2.01.two_way_categorical_association,1,19,0.4587250351040158,0.1121079216655472,Two-way categorical association,Unit 2,Two-variable categorical data,"Use two-way tables, marginal/conditional relative frequencies, segmented bar charts, and independence language.",5,KC.U2.01.two_way_table_structure; KC.U2.02.marginal_relative_frequency; KC.U2.03.conditional_relative_frequency; KC.U2.04.categorical_association_independence; KC.U2.05.segmented_bar_comparison,25,25,622,0.5498,HW4;HW5;ME1;ME3;MF1;MF2,Merged because these are closely connected categorical-association skills.,33,Exploring Two-Variable Data,36,Tier 4: medium,1.65,5%–7%,2,6,2,specialized topic with limited downstream dependence,
S001,MKC.U6.01.one_prop_confidence_intervals,0,20,0.4040306883641337,0.5434433567176399,One-proportion confidence intervals,Unit 6,Inference for proportions,"Select, check conditions for, compute, and interpret one-proportion confidence intervals; assess claims using intervals.",10,KC.U6.01.population_proportion_parameter; KC.U6.02.one_prop_ci_procedure_selection; KC.U6.03.sample_proportion_se_for_inference; KC.U6.04.one_prop_ci_conditions; KC.U6.05.critical_value_confidence_level; KC.U6.06.one_prop_ci_compute; KC.U6.07.one_prop_ci_interpret; KC.U6.08.margin_error_width_sample_size; KC.U6.09.ci_claim_plausibility; KC.U6.10.confidence_level_long_run_interpretation,38,30,899,0.5078,HW14;HW15;HW16;HW17;HW20;ME3;ME4;MF1;MF2,Merged because these KCs form a complete one-proportion CI procedure.,12,Inference for Categorical Data: Proportions,76,Tier 2: high,3.04,12%–15%,2,13,4,moderate graph centrality (13 downstream); high AP unit weighting,
S001,MKC.U4.01.probability_foundations_simulation,0,21,0.5456648081827902,0.4698593185135226,Probability foundations and simulation,Unit 4,Probability foundations,"Interpret probability in the long run, use sample spaces/outcomes, complements, unions, mutually exclusive events, and simulation output.",8,KC.U4.01.probability_long_run_interpretation; KC.U4.02.simulation_model_design; KC.U4.03.sample_space_outcomes; KC.U4.04.basic_probability_counting; KC.U4.05.complement_rule; KC.U4.06.union_intersection_addition_rule; KC.U4.07.mutually_exclusive_events; KC.U4.32.probability_from_simulation,61,43,1519,0.5918,HW10;HW20;HW7;HW8;HW9;ME2;ME3;MF2,Merged because these KCs are the basic probability representation layer.,1,"Probability, Random Variables, and Probability Distributions",100,Tier 1: critical,3.53,10%–20%,4,26,4,foundation for 26 downstream MKCs; high AP unit weighting; aligns with high-weight probability/simulation skill,
S001,MKC.U4.01.probability_foundations_simulation,0,22,0.5305048744640042,0.3943590719075695,Probability foundations and simulation,Unit 4,Probability foundations,"Interpret probability in the long run, use sample spaces/outcomes, complements, unions, mutually exclusive events, and simulation output.",8,KC.U4.01.probability_long_run_interpretation; KC.U4.02.simulation_model_design; KC.U4.03.sample_space_outcomes; KC.U4.04.basic_probability_counting; KC.U4.05.complement_rule; KC.U4.06.union_intersection_addition_rule; KC.U4.07.mutually_exclusive_events; KC.U4.32.probability_from_simulation,61,43,1519,0.5918,HW10;HW20;HW7;HW8;HW9;ME2;ME3;MF2,Merged because these KCs are the basic probability representation layer.,1,"Probability, Random Variables, and Probability Distributions",100,Tier 1: critical,3.53,10%–20%,4,26,4,foundation for 26 downstream MKCs; high AP unit weighting; aligns with high-weight probability/simulation skill,
S001,MKC.U4.01.probability_foundations_simulation,0,23,0.5176718815057774,0.3304475699833928,Probability foundations and simulation,Unit 4,Probability foundations,"Interpret probability in the long run, use sample spaces/outcomes, complements, unions, mutually exclusive events, and simulation output.",8,KC.U4.01.probability_long_run_interpretation; KC.U4.02.simulation_model_design; KC.U4.03.sample_space_outcomes; KC.U4.04.basic_probability_counting; KC.U4.05.complement_rule; KC.U4.06.union_intersection_addition_rule; KC.U4.07.mutually_exclusive_events; KC.U4.32.probability_from_simulation,61,43,1519,0.5918,HW10;HW20;HW7;HW8;HW9;ME2;ME3;MF2,Merged because these KCs are the basic probability representation layer.,1,"Probability, Random Variables, and Probability Distributions",100,Tier 1: critical,3.53,10%–20%,4,26,4,foundation for 26 downstream MKCs; high AP unit weighting; aligns with high-weight probability/simulation skill,
S001,MKC.U1.05.standardization_transformations,1,24,0.5029564308743262,0.3346005452934199,Standardization and linear transformations,Unit 1,Transformations,Use z-scores and linear transformations to compare values and understand changes in summaries.,3,KC.U1.18.linear_transformations; KC.U1.19.z_score_compute_interpret; KC.U1.24.compare_standardized_values,32,16,794,0.5705,HW11;HW2;HW3;HW4;ME1;ME3;MF1;MF2,Merged because both require tracking how position and scale change across distributions.,8,Exploring One-Variable Data,82,Tier 2: high,2.94,15%–23%,2,25,3,foundation for 25 downstream MKCs; high AP unit weighting,
S001,MKC.U4.03.random_variables_expected_value,0,25,0.4049320619037012,0.1521091269530597,"Random variables, probability distributions, and expected value",Unit 4,Random variables,"Define random variables, use discrete probability distributions, calculate/interpret expected value and standard deviation, and combine/transform random variables.",10,KC.U4.14.random_variable_definition; KC.U4.15.discrete_probability_distribution; KC.U4.16.expected_value_calculation; KC.U4.17.expected_value_interpretation; KC.U4.18.standard_deviation_random_variable; KC.U4.19.probability_distribution_shape_center; KC.U4.20.linear_transform_random_variable; KC.U4.21.combining_independent_random_variables; KC.U4.22.joint_distribution_independence; KC.U4.33.expected_value_decision_making,57,48,1423,0.558,HW10;HW8;HW9;ME2;ME3;MF2,Merged because these KCs use probability distributions to reason about random variables.,11,"Probability, Random Variables, and Probability Distributions",78,Tier 2: high,3.8,10%–20%,0,0,0,high AP unit weighting; aligns with high-weight probability/simulation skill,
S001,MKC.U4.03.random_variables_expected_value,1,26,0.4059531044180232,0.1564274946856694,"Random variables, probability distributions, and expected value",Unit 4,Random variables,"Define random variables, use discrete probability distributions, calculate/interpret expected value and standard deviation, and combine/transform random variables.",10,KC.U4.14.random_variable_definition; KC.U4.15.discrete_probability_distribution; KC.U4.16.expected_value_calculation; KC.U4.17.expected_value_interpretation; KC.U4.18.standard_deviation_random_variable; KC.U4.19.probability_distribution_shape_center; KC.U4.20.linear_transform_random_variable; KC.U4.21.combining_independent_random_variables; KC.U4.22.joint_distribution_independence; KC.U4.33.expected_value_decision_making,57,48,1423,0.558,HW10;HW8;HW9;ME2;ME3;MF2,Merged because these KCs use probability distributions to reason about random variables.,11,"Probability, Random Variables, and Probability Distributions",78,Tier 2: high,3.8,10%–20%,0,0,0,high AP unit weighting; aligns with high-weight probability/simulation skill,
S001,MKC.U10.04.power_typeii_tradeoffs,0,27,0.3375924532240945,0.2393626482422333,"Power, Type II error, and alpha-beta tradeoffs",Unit 10,Power and testing extensions,"Define power, identify Type II errors, use beta/power relationships, calculate power from rejection regions, and explain tradeoffs.",7,KC.U10.12.power_definition; KC.U10.13.type_ii_error_context_extension; KC.U10.14.power_beta_relationship_extension; KC.U10.15.rejection_region_power_calculation; KC.U10.16.factors_affecting_power; KC.U10.17.power_specific_alternative; KC.U10.18.alpha_beta_power_tradeoff_context,24,21,576,0.4922,HW27;MF2,Merged because these KCs all concern test operating characteristics under alternatives.,44,Local enrichment: bootstrap/effect size/power extensions,18,Tier 5: low / enrichment,0.74,Not official AP unit; 2% proxy used,0,0,0,low AP unit weighting; enrichment/off-CED proxy,Not an official current AP unit; keep for local enrichment/adaptive extension.
S001,MKC.U6.02.one_prop_hypothesis_tests,0,28,0.3565471624540126,0.1624264580113769,One-proportion hypothesis tests,Unit 6,Inference for proportions,"Select, set up, perform, and conclude one-proportion z-tests, including p-values and test/CI connections.",8,KC.U6.11.one_prop_test_procedure_selection; KC.U6.12.one_prop_hypotheses; KC.U6.13.one_prop_test_conditions; KC.U6.14.one_prop_test_statistic; KC.U6.15.p_value_calculate_interpret; KC.U6.16.hypothesis_test_decision_conclusion; KC.U6.17.ci_test_connection_one_prop; KC.U6.33.parameter_statistic_inference_language,58,40,1407,0.489,HW14;HW15;HW16;HW17;HW26;HW27;ME3;ME4;MF1;MF2,Merged because these KCs form a complete one-proportion hypothesis-test procedure.,3,Inference for Categorical Data: Proportions,96,Tier 1: critical,3.69,12%–15%,7,13,14,directly supports 7 MKCs; high AP unit weighting,
S001,MKC.U2.04.regression_prediction_interpretation,0,29,0.5134831336066141,0.409678342919261,Regression prediction and coefficient interpretation,Unit 2,Least-squares regression,"Use least-squares regression for prediction and interpret slope, intercept, and extrapolation scope.",4,KC.U2.13.least_squares_prediction; KC.U2.14.slope_interpretation; KC.U2.15.intercept_interpretation; KC.U2.20.regression_extrapolation,19,9,466,0.5515,HW23;HW25;HW4;ME1;MF1;MF2,Merged because these KCs are about using and interpreting the fitted linear model.,42,Exploring Two-Variable Data,28,Tier 5: low / enrichment,0.9,5%–7%,2,5,3,specialized topic with limited downstream dependence,
S001,MKC.U1.05.standardization_transformations,1,30,0.5210825129743719,0.4284088695555932,Standardization and linear transformations,Unit 1,Transformations,Use z-scores and linear transformations to compare values and understand changes in summaries.,3,KC.U1.18.linear_transformations; KC.U1.19.z_score_compute_interpret; KC.U1.24.compare_standardized_values,32,16,794,0.5705,HW11;HW2;HW3;HW4;ME1;ME3;MF1;MF2,Merged because both require tracking how position and scale change across distributions.,8,Exploring One-Variable Data,82,Tier 2: high,2.94,15%–23%,2,25,3,foundation for 25 downstream MKCs; high AP unit weighting,
S001,MKC.U8.01.chi_square_gof,1,31,0.5249464448113779,0.4639369575764142,Chi-square goodness-of-fit tests,Unit 8,Chi-square inference,"Select, set up, check conditions for, compute, interpret, and conclude chi-square goodness-of-fit tests.",11,KC.U8.01.categorical_count_data_structure; KC.U8.02.gof_procedure_selection; KC.U8.03.gof_null_alternative_hypotheses; KC.U8.04.gof_expected_counts; KC.U8.05.gof_conditions; KC.U8.06.gof_degrees_freedom; KC.U8.07.gof_test_statistic_contributions; KC.U8.08.gof_p_value_interpretation; KC.U8.09.gof_decision_conclusion; KC.U8.10.chi_square_distribution_shape; KC.U8.11.gof_uniform_distribution_application,23,23,558,0.5556,HW21;ME4;MF2,Merged because these KCs are all components of one chi-square GOF procedure.,38,Inference for Categorical Data: Chi-Square,32,Tier 4: medium,1.25,2%–5%,1,2,1,low AP unit weighting,2026-27 AP revision removes chi-square goodness-of-fit; lower if targeting May 2027+ only.
S001,MKC.U1.04.summary_statistics_outliers,1,32,0.5892301794436284,0.6903591536117899,"Summary statistics, percentiles, and outliers",Unit 1,Summary statistics,"Calculate and interpret center, spread, quartiles, boxplots, outliers, and resistance.",6,KC.U1.12.center_mean_median_mode; KC.U1.13.spread_iqr_range_sd; KC.U1.14.five_number_boxplot; KC.U1.15.outlier_rule; KC.U1.16.resistance_skew_mean_median; KC.U1.25.percentile_quartile_interpretation,37,24,910,0.5824,HW11;HW2;HW26;ME1;ME3;MF1;MF2,Merged because these KCs all describe numerical summaries and the influence of skewness/outliers.,2,Exploring One-Variable Data,96,Tier 1: critical,3.78,15%–23%,3,33,6,foundation for 33 downstream MKCs; high AP unit weighting,
S001,MKC.U10.04.power_typeii_tradeoffs,1,33,0.3284914311380406,0.2022921003915168,"Power, Type II error, and alpha-beta tradeoffs",Unit 10,Power and testing extensions,"Define power, identify Type II errors, use beta/power relationships, calculate power from rejection regions, and explain tradeoffs.",7,KC.U10.12.power_definition; KC.U10.13.type_ii_error_context_extension; KC.U10.14.power_beta_relationship_extension; KC.U10.15.rejection_region_power_calculation; KC.U10.16.factors_affecting_power; KC.U10.17.power_specific_alternative; KC.U10.18.alpha_beta_power_tradeoff_context,24,21,576,0.4922,HW27;MF2,Merged because these KCs all concern test operating characteristics under alternatives.,44,Local enrichment: bootstrap/effect size/power extensions,18,Tier 5: low / enrichment,0.74,Not official AP unit; 2% proxy used,0,0,0,low AP unit weighting; enrichment/off-CED proxy,Not an official current AP unit; keep for local enrichment/adaptive extension.
S001,MKC.U8.01.chi_square_gof,0,34,0.5573904128893556,0.6007566060791079,Chi-square goodness-of-fit tests,Unit 8,Chi-square inference,"Select, set up, check conditions for, compute, interpret, and conclude chi-square goodness-of-fit tests.",11,KC.U8.01.categorical_count_data_structure; KC.U8.02.gof_procedure_selection; KC.U8.03.gof_null_alternative_hypotheses; KC.U8.04.gof_expected_counts; KC.U8.05.gof_conditions; KC.U8.06.gof_degrees_freedom; KC.U8.07.gof_test_statistic_contributions; KC.U8.08.gof_p_value_interpretation; KC.U8.09.gof_decision_conclusion; KC.U8.10.chi_square_distribution_shape; KC.U8.11.gof_uniform_distribution_application,23,23,558,0.5556,HW21;ME4;MF2,Merged because these KCs are all components of one chi-square GOF procedure.,38,Inference for Categorical Data: Chi-Square,32,Tier 4: medium,1.25,2%–5%,1,2,1,low AP unit weighting,2026-27 AP revision removes chi-square goodness-of-fit; lower if targeting May 2027+ only.
